symbol,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024,industry
MGG,0.2015,0.1933,0.0856,0.082,0.1373,0.0531,0.063,0.0972,0.062,0.0654,Hàng cá nhân & Gia dụng
MH3,0.1063,0.1374,0.1813,0.6856,0.3104,0.304,0.2056,0.2095,0.082,0.0823,Bất động sản
MHC,0.2543,0.1201,0.0204,0.0484,0.0128,-0.0014,0.039,-0.0279,0.0371,0.0129,Hàng & Dịch vụ Công nghiệp
MIC,0.0522,0.063,0.0814,0.0425,0.036,0.0029,0.0506,0.1322,0.0812,0.0764,Tài nguyên Cơ bản
MIE,0.0001,0.0064,0.0019,0.0032,0.0042,0.0023,0.0,-0.0007,0.0034,0.0038,Hàng & Dịch vụ Công nghiệp
MIG,0.0493,0.0642,0.0404,0.1011,0.0916,0.1263,0.1281,0.0843,0.1348,0.112,Bảo hiểm
MKP,0.1446,0.1222,0.1079,0.0985,0.051,0.031,0.0119,0.0327,0.0199,0.0317,Y tế
MKV,0.0163,0.0181,0.0016,-0.002,0.0179,0.0882,0.0816,0.0642,0.0777,0.084,Y tế
MLC,0.0633,0.0126,0.0301,0.0299,0.0409,0.0595,0.1798,0.1784,0.2085,0.3003,Hàng & Dịch vụ Công nghiệp
MLS,0.1123,0.1651,-0.6431,0.0738,-0.2239,0.9058,0.0819,-0.2336,-0.6515,0.3953,Thực phẩm và đồ uống
MNB,0.06,0.0286,0.0256,0.028,0.027,0.0189,0.0052,0.0702,0.0171,0.0581,Hàng cá nhân & Gia dụng
MPC,-0.0015,0.0108,0.1104,0.0977,0.0625,0.075,0.0751,0.0858,-0.0112,-0.0233,Thực phẩm và đồ uống
MPT,0.0623,0.0203,0.0192,0.1153,0.0119,-0.0057,0.0004,-0.0087,-0.0138,-0.1046,Hàng cá nhân & Gia dụng
MPY,0.0876,0.0861,0.0913,0.0737,0.0815,0.1014,0.0955,0.1006,0.113,0.1159,Hàng & Dịch vụ Công nghiệp
MQB,0.05,0.0483,0.0616,0.0764,0.081,0.0686,0.0579,0.0657,0.067,0.0718,Hàng & Dịch vụ Công nghiệp
MRF,0.1436,0.3551,-0.0645,0.0366,0.0835,0.1294,0.1713,0.1004,0.054,-0.096,Y tế
MSB,0.004,0.0062,0.0029,0.0178,0.018,0.03,0.0481,0.0657,0.044,0.0467,Ngân hàng
MSH,0.1217,0.1264,0.12,0.2162,0.2603,0.1195,0.1987,0.1406,0.0927,0.1273,Hàng cá nhân & Gia dụng
MSN,0.0403,0.0614,0.0656,0.1002,0.0777,0.016,0.1005,0.0442,0.0173,0.0402,Thực phẩm và đồ uống
MSR,0.0038,0.005,0.0129,0.0336,0.014,0.0061,0.0092,0.0034,-0.0505,-0.0651,Tài nguyên Cơ bản
MST,0.0345,0.0401,0.0401,0.0352,0.019,0.0209,0.0668,0.0705,0.0714,0.0149,Xây dựng và Vật liệu
MTA,0.0722,0.0126,-0.0441,-0.0036,-0.0175,0.097,0.0005,-0.0199,-0.028,0.0544,Tài nguyên Cơ bản
MTC,0.0128,0.0128,0.0411,0.0285,0.0018,-0.0262,-0.1945,0.0098,-0.166,-0.0161,Du lịch và Giải trí
MTG,0.0109,0.0201,-0.2434,-0.0833,0.0383,-0.1002,0.0306,0.4607,0.0159,0.0669,"Điện, nước & xăng dầu khí đốt"
MTH,0.2264,0.1463,0.039,0.0176,0.0367,0.0617,0.0697,0.0568,0.0754,0.1019,Hàng & Dịch vụ Công nghiệp
MTL,0.0272,0.0119,-0.054,0.005,0.0003,0.005,0.0027,0.0041,0.0134,0.013,Hàng & Dịch vụ Công nghiệp
MTP,0.0304,0.0173,0.0195,0.0224,0.0209,0.0201,0.0328,0.0106,0.0322,0.037,Y tế
MTS,0.1169,0.0604,0.0252,0.0216,0.0599,0.0316,0.0576,0.0483,0.0531,0.0488,Hàng & Dịch vụ Công nghiệp
MTV,0.198,0.1731,0.1973,0.1984,0.1468,0.0862,0.1139,0.0878,0.0972,0.0847,Hàng & Dịch vụ Công nghiệp
MVB,0.0182,0.0254,0.033,0.0713,0.1055,0.103,0.1136,0.0884,0.1264,0.1148,Tài nguyên Cơ bản
MVC,0.1713,0.0508,0.0943,0.1147,0.0774,0.0551,-0.0191,0.0605,0.0503,0.0583,Xây dựng và Vật liệu
MVN,-0.0075,0.0015,0.039,0.0167,0.0241,-0.0112,0.1883,0.1443,0.0912,0.1271,Hàng & Dịch vụ Công nghiệp
MWG,0.2371,0.1829,0.1736,0.1797,0.1459,0.1216,0.1089,0.1012,0.0035,0.0674,Bán lẻ
NAB,0.0195,0.0044,0.0225,0.0378,0.0469,0.0336,0.0685,0.0576,0.0758,0.0682,Ngân hàng
NAC,0.1473,0.1519,0.1494,0.1485,0.2318,0.2006,0.194,0.2043,0.1598,0.2446,Xây dựng và Vật liệu
NAF,0.138,0.1049,0.0853,0.0457,0.0419,0.0515,0.0554,0.0517,0.0612,0.0635,Thực phẩm và đồ uống
NAG,0.0429,0.0385,0.048,0.019,0.0223,0.0133,0.0151,0.0187,0.0182,0.0172,Hàng & Dịch vụ Công nghiệp
NAP,0.0558,0.0845,0.0886,0.0694,0.0394,0.0475,0.0684,0.0696,0.0809,0.0679,Hàng & Dịch vụ Công nghiệp
NAS,0.1655,0.1013,0.0821,0.1028,0.1283,-0.0009,-0.6963,0.0112,0.0746,0.222,Hàng & Dịch vụ Công nghiệp
NAV,0.0418,-0.1171,0.0322,0.1542,0.1366,0.2222,0.181,0.2139,0.1831,0.1716,Xây dựng và Vật liệu
NAW,0.0053,0.0029,-0.0009,0.0,0.0012,0.001,0.0018,0.0083,0.0049,0.0055,"Điện, nước & xăng dầu khí đốt"
NBB,0.0167,0.0182,0.028,0.0644,0.1422,0.1507,0.1038,0.0014,0.0002,0.0001,Bất động sản
NBC,0.0507,0.0266,0.0393,0.0354,0.0123,0.0152,0.0156,0.0194,0.0532,0.0232,Tài nguyên Cơ bản
NBE,0.1288,0.1296,0.1297,0.1354,0.1293,0.1411,0.1937,0.2267,0.1542,0.141,Truyền thông
NBP,0.1813,0.0827,0.1387,0.1051,0.0745,0.124,0.0982,0.0915,0.0289,-0.0575,"Điện, nước & xăng dầu khí đốt"
NBT,0.0436,0.0416,0.0716,0.0945,0.1235,0.1208,0.0964,0.1152,0.1045,0.1089,"Điện, nước & xăng dầu khí đốt"
NBW,0.1499,0.0689,0.0707,0.0708,0.0826,0.0977,0.1083,0.1141,0.1441,0.1657,"Điện, nước & xăng dầu khí đốt"
NCS,0.4781,0.4114,0.2226,0.0964,0.0632,-0.1072,-0.1761,0.0131,0.126,0.1659,Thực phẩm và đồ uống
NCT,0.7153,0.6191,0.6213,0.5549,0.431,0.5052,0.4889,0.5486,0.5002,0.4772,Hàng & Dịch vụ Công nghiệp
ND2,0.035,0.0404,0.0575,0.0681,0.0534,0.0729,0.0866,0.1387,0.0696,0.1107,"Điện, nước & xăng dầu khí đốt"
NDC,0.0911,0.1373,0.2009,0.2149,0.2178,0.2496,0.2047,0.2935,0.1877,0.1681,Y tế
NDN,0.1413,0.0857,0.1486,0.1479,0.0995,0.324,0.2367,-0.1594,0.2072,0.0332,Bất động sản
NDP,0.165,0.1628,0.1428,0.1543,0.0975,0.0924,0.0947,0.0874,0.0639,0.0659,Y tế
NDT,0.026,0.0465,0.0376,0.0115,-0.0102,0.0035,0.0913,0.014,-0.1358,-0.1138,Hàng cá nhân & Gia dụng
NDX,0.1103,0.0948,0.1563,0.1688,0.088,0.033,0.0337,0.0549,0.0206,0.0004,Xây dựng và Vật liệu
NED,-0.0148,0.0261,0.0372,0.0577,0.0151,0.1253,0.0538,0.0345,0.0049,0.0421,Xây dựng và Vật liệu
NET,0.3072,0.2106,0.1507,0.1517,0.2545,0.3271,0.2995,0.1848,0.2755,0.3069,Hàng cá nhân & Gia dụng
NFC,0.0676,0.1044,0.0951,0.0819,0.0445,0.0435,0.0707,0.0932,0.1185,0.2018,Hóa chất
NHA,0.0961,0.1228,0.154,0.1536,0.277,0.1276,0.0057,0.0036,0.0105,0.0971,Xây dựng và Vật liệu
NHC,0.315,0.2205,0.2089,0.1941,0.2013,0.1875,0.153,0.0518,-0.0169,0.0095,Xây dựng và Vật liệu
NHH,0.2448,0.2131,0.1734,0.1439,0.0604,0.0863,0.0493,0.0563,0.0518,0.0528,Hóa chất
NHT,0.4319,0.2136,0.58,0.3904,0.1476,0.148,0.0765,0.0991,-0.0394,0.0185,Hàng cá nhân & Gia dụng
NKG,0.0482,0.0903,0.0776,0.0078,0.0077,0.0478,0.2332,-0.0119,0.0115,0.0372,Tài nguyên Cơ bản
NLG,0.0681,0.1007,0.1815,0.1582,0.1425,0.0927,0.0863,0.0468,0.0408,0.0644,Bất động sản
NLS,0.0218,0.0111,0.0118,0.011,0.0836,0.1068,0.1437,0.1297,0.1327,0.1909,"Điện, nước & xăng dầu khí đốt"
NNC,0.4325,0.4543,0.4065,0.558,0.4195,0.4175,0.1281,0.1225,0.0987,0.1487,Xây dựng và Vật liệu
NNT,0.0724,0.0781,0.0738,0.1267,0.1592,0.1744,0.1657,0.1884,0.2203,0.2367,"Điện, nước & xăng dầu khí đốt"
NQB,0.0094,0.0132,0.0207,0.0257,0.0282,0.0295,0.032,0.0499,0.0592,0.0651,"Điện, nước & xăng dầu khí đốt"
NQT,0.0064,0.0271,0.0302,0.0358,0.0392,0.0542,0.0616,0.0585,0.066,0.0779,"Điện, nước & xăng dầu khí đốt"
NSC,0.123,0.1582,0.1949,0.2086,0.1513,0.1407,0.1499,0.1443,0.1306,0.1314,Thực phẩm và đồ uống
NSH,0.0112,0.0164,0.0174,0.0011,0.0023,0.0053,0.0058,0.0046,0.0012,0.0026,Tài nguyên Cơ bản
NSL,0.06,0.099,0.1074,0.1252,0.1332,0.1486,0.1459,0.1581,0.1307,0.1113,"Điện, nước & xăng dầu khí đốt"
NSS,1.5375,0.0755,-0.0874,0.1968,0.1223,0.5263,0.2685,0.13,0.0565,0.0058,Thực phẩm và đồ uống
NST,-0.0883,0.0504,0.0434,0.0394,0.0321,0.0049,0.0291,0.0383,0.0625,0.0756,Hàng cá nhân & Gia dụng
NT2,0.1074,0.1125,0.0933,0.1179,0.1262,0.1233,0.1201,0.1685,0.0855,0.016,"Điện, nước & xăng dầu khí đốt"
NTC,0.1297,0.3446,0.2905,0.782,0.4053,0.2211,0.3534,0.3263,0.2424,0.0775,Bất động sản
NTF,0.0927,0.0975,0.1113,0.1087,0.0239,0.0265,0.0209,0.0609,0.0249,0.0265,Y tế
NTL,0.1057,0.0761,0.0833,0.0837,0.1889,0.2152,0.1936,0.0847,0.2259,0.3527,Bất động sản
NTP,0.128,0.1325,0.1303,0.0758,0.1007,0.1265,0.1084,0.1059,0.1161,0.1429,Xây dựng và Vật liệu
NTT,0.046,0.028,0.0,-0.0423,-0.0499,-0.0493,0.0039,0.0026,-0.0267,0.0413,Hàng cá nhân & Gia dụng
NTW,0.1862,0.1066,0.1153,0.0903,0.0715,0.0711,0.0882,0.0537,0.054,0.0631,"Điện, nước & xăng dầu khí đốt"
NUE,0.0515,0.1062,0.0973,0.1071,0.0857,0.0838,0.084,0.0842,0.088,0.0883,Hàng & Dịch vụ Công nghiệp
NVB,0.0005,0.0005,0.0012,0.0028,0.0026,0.0001,0.0003,0.0,-0.0459,-0.2354,Ngân hàng
NVL,0.0314,0.0705,0.0661,0.0675,0.0574,0.0481,0.034,0.0199,0.0047,-0.0404,Bất động sản
NVP,0.0056,0.0072,0.0075,0.01,0.0114,0.012,0.0164,0.0258,0.0321,0.0567,"Điện, nước & xăng dầu khí đốt"
NVT,-0.1082,0.0133,-1.0939,0.068,0.1031,0.0426,-0.0755,0.0191,0.0439,0.0294,Bất động sản
NWT,0.0009,0.0069,0.0146,0.0169,0.0202,0.0084,0.0002,0.0293,0.043,0.0925,Du lịch và Giải trí
OCB,0.0125,0.0249,0.0383,0.0754,0.0977,0.0996,0.0929,0.0923,0.064,0.0455,Ngân hàng
OCH,0.0089,-0.0712,-0.0018,0.0218,0.0164,0.139,-0.323,0.0486,0.0347,0.0529,Thực phẩm và đồ uống
OGC,0.1882,-0.3083,-0.2185,0.0269,0.0564,0.1382,-0.2359,0.0486,0.0437,0.0681,Dịch vụ tài chính
ONE,0.0371,0.041,0.0361,0.0453,0.0347,0.0362,0.0394,0.0291,0.0127,0.0066,Công nghệ Thông tin
OPC,0.1498,0.132,0.1078,0.1377,0.1241,0.1307,0.1515,0.1633,0.1383,0.1248,Y tế
ORS,0.0447,-0.1886,-0.0436,-0.1874,0.1951,0.0859,0.0837,0.0573,0.0615,0.0511,Dịch vụ tài chính
PAC,0.0975,0.154,0.0917,0.0826,0.0792,0.0734,0.0838,0.0746,0.0566,0.0578,Hàng & Dịch vụ Công nghiệp
PAI,0.055,0.0809,0.0318,0.0197,0.0493,0.0715,0.0766,0.0752,0.0983,0.0847,Viễn thông
PAN,0.0968,0.0986,0.0989,0.0691,0.0488,0.033,0.0406,0.0611,0.0472,0.0568,Thực phẩm và đồ uống
PAP,-0.028,0.0019,0.0099,-0.0071,0.0211,0.0111,-0.0013,-0.002,-0.002,-0.003,Hàng & Dịch vụ Công nghiệp
PAS,0.0392,0.0511,0.06,0.0409,0.0012,0.0099,0.1077,0.0162,0.0002,0.0055,Tài nguyên Cơ bản
PBC,0.0041,0.0012,0.006,0.0051,0.007,0.0039,0.0115,0.0232,0.0137,0.0077,Y tế
PBP,0.1147,0.1016,0.0757,0.0959,0.0594,0.0777,0.0838,0.0988,0.1126,0.1004,Hàng & Dịch vụ Công nghiệp
PBT,0.0544,0.0664,0.0712,0.0889,0.0782,0.0773,0.0826,0.0644,0.0869,0.0944,Hàng & Dịch vụ Công nghiệp
PC1,0.1296,0.0958,0.0553,0.0936,0.0558,0.0631,0.0499,0.0281,0.0168,0.0384,Xây dựng và Vật liệu
PCC,0.2204,0.1745,0.1527,0.1318,0.1029,0.0399,0.0305,0.0305,0.0383,0.0525,Xây dựng và Vật liệu
PCE,0.1713,0.1563,0.1089,0.0691,0.0958,0.0799,0.3236,0.1482,0.1122,0.1423,Hóa chất
PCF,-0.1536,-0.0156,-0.0102,0.0149,0.0039,0.0118,0.0016,-0.0504,0.0089,0.0028,Thực phẩm và đồ uống
PCG,0.0262,0.0008,0.0121,-0.0402,-0.2095,0.0217,0.0212,0.0005,0.0054,-0.0445,"Điện, nước & xăng dầu khí đốt"
PCM,0.0162,0.0232,0.0377,0.0076,0.0157,0.002,0.0012,-0.0138,-0.2025,-0.223,Xây dựng và Vật liệu
PCT,0.0642,0.0828,0.0045,0.0193,0.0676,0.0526,0.0442,0.026,0.0308,0.0481,Hàng & Dịch vụ Công nghiệp
PDB,0.2001,0.1525,0.0693,0.0834,0.0933,0.0251,0.0118,0.0025,0.0162,0.0625,Xây dựng và Vật liệu
PDC,0.0052,0.0329,0.0433,0.0008,0.0114,-0.0235,-0.1168,0.0369,0.049,0.0282,Du lịch và Giải trí
PDN,0.0885,0.1035,0.1081,0.1582,0.1797,0.1915,0.1727,0.2303,0.2592,0.2654,Hàng & Dịch vụ Công nghiệp
PDR,0.031,0.043,0.1531,0.1832,0.1336,0.1741,0.1608,0.0847,0.0538,0.0095,Bất động sản
PDV,0.0553,0.0304,0.0409,0.0044,0.0137,0.0176,0.0353,0.1703,0.0568,0.1166,Hàng & Dịch vụ Công nghiệp
PEC,-0.0347,-0.0043,-0.0359,0.0015,0.0067,-0.043,-0.0018,-0.7893,-0.0041,0.0072,Hàng & Dịch vụ Công nghiệp
PEG,-0.0901,-0.0259,-0.0261,-0.0122,-0.0032,-0.1503,0.0192,0.0029,-0.0008,-0.0552,"Điện, nước & xăng dầu khí đốt"
PEN,0.0186,0.0331,0.0006,0.0173,0.015,0.0299,-0.0502,0.0029,-0.1346,0.0085,Xây dựng và Vật liệu
PEQ,0.1277,0.2199,0.2032,0.3708,0.2328,0.1727,0.1442,0.1432,0.1382,0.1682,Dầu khí
PET,0.0616,0.0397,0.0362,0.037,0.0398,0.0326,0.0557,0.029,0.0207,0.03,Bán lẻ
PFL,-0.0513,0.0023,-0.0458,-0.0509,-0.0938,-0.2423,0.0047,0.0082,-0.0242,0.0017,Xây dựng và Vật liệu
PGB,0.0057,0.0214,0.0119,0.0288,0.0152,0.0291,0.0256,0.029,0.0169,0.0137,Ngân hàng
PGC,0.0618,0.0727,0.0825,0.0946,0.1026,0.0851,0.0665,0.0696,0.0501,0.0563,"Điện, nước & xăng dầu khí đốt"
PGD,0.1622,0.1405,0.1475,0.1772,0.1713,0.1527,0.1836,0.2654,0.1896,0.1686,"Điện, nước & xăng dầu khí đốt"
PGI,0.1164,0.1115,0.0868,0.095,0.1254,0.1186,0.198,0.1212,0.1031,0.0921,Bảo hiểm
PGS,0.1092,0.2652,0.0874,0.1125,0.0597,0.0371,0.0751,0.0756,0.0665,0.0746,"Điện, nước & xăng dầu khí đốt"
PGT,0.0028,-0.0768,-0.1228,0.0019,-0.1831,0.0171,0.0202,-0.0641,0.2904,0.1246,Du lịch và Giải trí
PGV,0.0026,0.0034,0.0043,-0.012,0.0132,0.0299,0.0512,0.0439,0.0209,-0.0188,"Điện, nước & xăng dầu khí đốt"
PHC,0.0311,0.026,0.0266,0.0365,0.0467,0.007,0.0336,0.0114,0.004,0.0023,Xây dựng và Vật liệu
PHH,0.0136,0.0527,-0.0346,-0.0706,0.0538,0.0784,0.0013,-0.0382,0.0101,-0.0106,Xây dựng và Vật liệu
PHN,0.1182,0.1625,0.1635,0.1396,0.1776,0.3427,0.2298,0.2929,0.3479,0.3687,Hàng & Dịch vụ Công nghiệp
PHR,0.0766,0.0713,0.1062,0.2017,0.1544,0.2845,0.1456,0.2503,0.16,0.1214,Hóa chất
PHS,-0.023,-0.0103,0.0163,0.0269,0.0307,0.0304,0.0365,0.0175,0.0124,0.0,Dịch vụ tài chính
PIA,0.2883,0.309,0.326,0.2908,0.2663,0.2193,0.2196,0.2359,0.1902,0.1923,Viễn thông
PIC,0.0637,0.0531,0.0754,0.0543,0.034,0.0369,0.0609,0.0931,0.0932,0.0786,"Điện, nước & xăng dầu khí đốt"
PIS,0.0908,0.0921,0.0632,0.077,0.0729,0.061,0.0778,0.1004,0.1459,0.1027,Tài nguyên Cơ bản
PIT,-0.0108,0.0123,-0.0851,-0.085,0.0251,0.0061,-0.0194,0.0125,-0.0339,0.009,Bán lẻ
PIV,0.3331,0.0701,0.0202,-0.155,-0.0279,-0.0065,-0.0075,-17.1575,-2.0099,-0.0124,Bất động sản
PJC,0.1424,0.1707,0.179,0.1572,0.1188,0.102,0.159,0.1789,0.2079,0.1716,"Điện, nước & xăng dầu khí đốt"
PJS,0.0833,0.0572,0.0472,0.0526,0.0592,0.0662,0.0756,0.0863,0.147,0.1503,"Điện, nước & xăng dầu khí đốt"
PJT,0.0782,0.1356,0.087,0.1024,0.0686,0.0598,0.046,0.053,0.0485,0.0771,Hàng & Dịch vụ Công nghiệp
PLA,-0.1568,-0.0046,-0.0157,0.0197,0.0199,0.012,0.017,0.0104,0.0037,0.0009,Xây dựng và Vật liệu
PLC,0.0891,0.0773,0.0572,0.0428,0.0477,0.0473,0.0597,0.039,0.038,0.0146,Hóa chất
PLO,-0.319,0.9494,-0.1676,0.0512,0.0417,0.0765,0.133,0.1394,1.3137,0.3071,Hàng & Dịch vụ Công nghiệp
PLP,0.0067,0.0314,0.1307,0.1036,0.0517,0.041,0.0577,0.0175,0.0073,0.0044,Hóa chất
PLX,0.0956,0.1556,0.0989,0.1074,0.1131,0.0308,0.0716,0.0451,0.0628,0.067,Dầu khí
PMB,0.1593,0.1335,0.0871,0.097,0.0841,0.0629,0.2367,0.1156,0.0438,0.0695,Hóa chất
PMC,0.31,0.3102,0.2706,0.2454,0.2241,0.2049,0.1665,0.195,0.2435,0.2767,Y tế
PMG,0.0239,0.0331,0.052,0.0826,0.0509,0.0069,-0.078,-0.0109,-0.0205,0.028,"Điện, nước & xăng dầu khí đốt"
PMJ,0.0211,0.0613,0.0763,0.0877,0.1015,0.1046,0.0396,0.0372,-0.0783,0.0429,Công nghệ Thông tin
PMP,0.1131,0.0861,0.0802,0.0502,0.0232,0.0386,0.0409,0.0359,0.0403,0.0408,Hàng & Dịch vụ Công nghiệp
PMS,0.1841,0.1419,0.093,0.0455,0.0733,0.0918,0.1097,0.102,0.1151,0.1453,Hàng & Dịch vụ Công nghiệp
PMT,0.0117,0.0146,0.023,0.0079,0.0125,0.0353,0.0388,0.0144,0.0061,-0.0463,Công nghệ Thông tin
PMW,0.2165,0.2307,0.2139,0.2343,0.163,0.1642,0.1533,0.1273,0.1544,0.1482,"Điện, nước & xăng dầu khí đốt"
PNC,0.0153,0.0075,-0.3541,0.954,0.0837,0.0336,-0.0989,0.0801,0.0921,0.0544,Truyền thông
PND,0.0263,0.0405,0.0493,0.0382,0.0011,-1.299,0.1222,0.0856,0.0703,0.0352,"Điện, nước & xăng dầu khí đốt"
PNG,0.036,0.0677,0.0012,-0.708,0.1179,0.0194,0.0826,0.2053,0.218,0.1868,Du lịch và Giải trí
PNJ,0.0573,0.1494,0.1849,0.1807,0.1661,0.151,0.1178,0.1627,0.1617,0.1448,Hàng cá nhân & Gia dụng
PNP,0.019,0.041,0.0852,0.1161,0.1272,0.0,0.1175,0.1293,0.1402,0.1465,Hàng & Dịch vụ Công nghiệp
PNT,-0.0368,-0.0489,0.1502,0.074,0.0877,0.0036,0.0546,0.0037,0.023,0.0606,Xây dựng và Vật liệu
POB,0.0044,0.0117,0.0122,0.017,0.0223,-0.0067,0.024,0.0244,0.03,0.0125,"Điện, nước & xăng dầu khí đốt"
POM,0.0041,0.0459,0.0974,0.0438,-0.0288,0.0016,0.0148,-0.1223,-0.1212,-0.1533,Tài nguyên Cơ bản
POS,0.1397,0.0668,0.0343,0.0194,0.0455,0.1183,0.0336,0.04,0.0684,0.1086,Dầu khí
POT,0.0315,0.0425,0.0307,0.0313,0.02,0.0183,0.0137,0.0137,0.0027,0.0032,Công nghệ Thông tin
POV,0.0718,0.0428,0.0405,0.0756,0.0483,0.0011,0.1232,0.1059,0.0713,0.0535,"Điện, nước & xăng dầu khí đốt"
POW,0.0232,0.0265,0.0495,0.0123,0.0605,0.0573,0.0518,0.0604,0.0274,0.0211,"Điện, nước & xăng dầu khí đốt"
PPC,0.056,0.059,0.1329,0.1816,0.2068,0.1555,0.0445,0.0963,0.0759,0.0944,"Điện, nước & xăng dầu khí đốt"
PPE,0.3094,-0.3247,-0.3939,0.0855,-0.3482,0.0156,0.079,0.179,0.0667,0.2157,Hàng & Dịch vụ Công nghiệp
PPH,0.0483,0.0631,0.0387,0.0461,0.0515,0.0894,0.1201,0.1725,0.1155,0.1337,Hàng cá nhân & Gia dụng
PPP,0.0511,0.0768,0.0511,0.0499,0.0979,0.0827,0.1421,0.1649,0.1542,0.1282,Y tế
PPS,0.0944,0.1329,0.1321,0.0891,0.0758,0.1037,0.0897,0.0976,0.0939,0.0982,Hàng & Dịch vụ Công nghiệp
PPY,0.1581,0.1848,0.1273,0.1549,0.1323,0.0692,0.1011,0.1395,0.0542,0.0579,"Điện, nước & xăng dầu khí đốt"
PRC,0.048,0.0544,0.0516,0.0087,0.0272,0.0075,0.025,0.5832,0.0023,0.047,Hàng & Dịch vụ Công nghiệp
PRE,0.1661,0.1459,0.1526,0.1497,0.1635,0.1551,0.1629,0.1653,0.1269,0.1183,Bảo hiểm
PRO,0.0658,0.0794,0.0254,0.1217,-0.06,0.0136,0.0398,0.025,0.023,-0.0712,Thực phẩm và đồ uống
PRT,0.0515,0.1134,0.0882,0.0063,0.0773,0.0751,0.0612,0.0746,0.0283,0.0313,Bất động sản
PSB,0.0003,0.0017,0.0008,0.0014,0.0007,0.0045,0.0015,0.0018,0.0083,0.0014,Xây dựng và Vật liệu
PSC,0.0746,0.0813,0.089,0.081,0.0805,0.0617,0.0444,0.0342,0.0526,0.0069,Hàng & Dịch vụ Công nghiệp
PSD,0.0382,0.0326,0.0394,0.0414,0.0383,0.0242,0.0967,0.053,0.0305,0.0391,Bán lẻ
PSE,0.1688,0.1464,0.0801,0.0818,0.0697,0.0727,0.2953,0.1216,0.0726,0.1105,Hóa chất
PSI,0.0005,0.0083,0.0292,0.0087,0.0099,0.0084,0.0357,0.0178,0.0122,0.0114,Dịch vụ tài chính
PSL,0.2631,0.2319,-0.1298,0.1609,-0.1984,0.4594,0.1383,0.0419,0.0516,0.0358,Thực phẩm và đồ uống
PSN,0.0974,0.0594,0.0654,0.0812,0.072,0.0694,0.0693,0.0521,0.0699,0.0633,Hàng & Dịch vụ Công nghiệp
PSP,0.0538,0.0022,0.0316,0.0457,0.0552,0.0571,0.0181,0.0002,0.0161,0.0167,Hàng & Dịch vụ Công nghiệp
PSW,0.149,0.1315,0.0471,0.0541,0.0303,0.0427,0.2435,0.0519,0.0102,0.0436,Hóa chất
PTB,0.1843,0.1879,0.1661,0.1395,0.1256,0.1027,0.1204,0.1145,0.0655,0.0821,Tài nguyên Cơ bản
PTC,-0.0326,0.0385,0.0053,-0.1201,0.258,0.2099,0.1642,-0.0587,0.0139,0.0507,Xây dựng và Vật liệu
PTD,0.1493,0.1033,0.0076,0.0086,0.026,0.0132,0.0415,0.0026,0.02,-0.2607,Xây dựng và Vật liệu
PTG,0.324,0.2293,0.2344,0.5505,0.1561,0.3313,0.2482,0.3443,0.2668,0.2464,Hàng cá nhân & Gia dụng
PTH,0.0521,0.0763,0.0773,0.0625,0.0565,0.0507,0.0704,0.0673,0.0376,0.055,"Điện, nước & xăng dầu khí đốt"
PTI,0.0868,0.0563,0.073,0.0087,0.06,0.1161,0.1181,-0.1918,0.1191,0.1197,Bảo hiểm
PTL,0.0039,0.0,-0.069,-0.0221,0.0003,0.0027,0.0369,-0.2426,0.0049,-0.068,Bất động sản
PTO,0.0015,0.0555,0.0614,0.1044,0.0849,0.0589,0.0521,0.0586,0.0182,0.0807,Xây dựng và Vật liệu
PTP,0.0328,0.041,0.0433,0.0462,0.0547,0.0635,0.0415,0.0478,0.0344,0.0469,Viễn thông
PTS,0.0426,0.033,0.0358,0.0174,0.0216,0.0318,0.055,0.0468,0.0021,0.0234,Hàng & Dịch vụ Công nghiệp
PTT,0.0358,0.0196,0.0383,0.0293,0.0489,0.0072,0.0329,0.0224,0.0517,0.0869,Hàng & Dịch vụ Công nghiệp
PTV,0.0392,0.0115,0.0055,-0.117,0.0165,-0.001,0.0065,0.0096,0.0002,0.0091,Dầu khí
PTX,0.0292,0.0296,0.0337,0.0303,0.0348,0.0489,0.0608,0.0983,0.0722,0.1353,"Điện, nước & xăng dầu khí đốt"
PV2,0.0022,-0.2246,0.0238,0.0757,0.0542,0.0002,0.0176,-0.0191,0.035,-0.0616,Bất động sản
PVB,0.2302,-0.1552,0.1393,0.0541,0.0607,0.1473,0.0015,-0.0355,0.0074,0.038,Dầu khí
PVC,0.127,-0.0217,0.0019,0.008,0.0397,0.0206,0.0184,0.0184,0.0188,0.0107,Dầu khí
PVD,0.0887,0.0098,0.002,0.0098,0.0097,0.0101,0.0021,-0.0086,0.0299,0.0365,Dầu khí
PVG,0.0301,0.0009,0.0161,0.0147,0.0003,0.001,0.0295,0.0327,0.0021,0.0245,"Điện, nước & xăng dầu khí đốt"
PVH,0.0261,0.0023,-0.0113,-0.0034,-0.0179,-0.0137,-0.0845,-0.0155,-0.0048,-0.0553,Xây dựng và Vật liệu
PVL,-0.0671,0.0189,-0.8088,0.0954,-0.0308,0.0029,0.0677,0.0002,-0.5405,-0.117,Bất động sản
PVM,0.0226,0.0455,0.0509,0.0607,0.0738,0.0793,0.0832,0.0598,0.1717,0.0549,Hàng & Dịch vụ Công nghiệp
