symbol,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024,industry
VRG,-0.0057,-0.0164,0.0111,0.0075,0.0917,0.0411,0.0161,0.1563,0.4074,0.1441,Bất động sản
VSA,0.139,0.1237,0.1184,0.1486,0.1052,0.098,0.1041,0.1153,0.1149,0.064,Hàng & Dịch vụ Công nghiệp
VSC,0.1491,0.1214,0.1183,0.1587,0.1332,0.1365,0.1381,0.0957,0.0409,0.0635,Hàng & Dịch vụ Công nghiệp
VSF,-0.001,-0.0043,-0.0195,-0.2226,-0.0374,-0.0552,-0.0737,0.0042,0.0161,0.007,Thực phẩm và đồ uống
VSH,0.0522,0.044,0.0438,0.04,0.0187,0.0207,0.0427,0.1394,0.1193,0.0558,"Điện, nước & xăng dầu khí đốt"
VSI,0.1455,0.1315,0.0829,0.0561,0.0535,0.0466,0.1218,0.0661,0.0777,0.0891,Xây dựng và Vật liệu
VSM,0.2467,0.2024,0.097,0.1304,0.1199,0.1584,0.2067,0.1701,0.124,0.1403,Hàng & Dịch vụ Công nghiệp
VSN,0.1151,0.0501,0.1087,0.115,0.138,0.1108,0.0974,0.105,0.0674,0.0719,Thực phẩm và đồ uống
VTA,0.1487,0.166,0.0772,0.1103,0.0683,0.0476,-0.0613,-0.0637,-0.3077,-0.6888,Xây dựng và Vật liệu
VTB,0.0577,0.0708,0.0978,0.0887,0.0623,0.1282,0.0386,0.1147,0.0569,0.0592,Hàng & Dịch vụ Công nghiệp
VTC,0.1071,0.0824,0.0606,0.0401,0.0467,0.0562,0.0032,0.0073,0.0016,0.0222,Công nghệ Thông tin
VTE,0.0365,0.0426,0.0168,0.0088,0.0201,0.0283,0.0106,0.0059,0.0053,0.002,Công nghệ Thông tin
VTG,0.0205,-0.0292,-0.0317,0.0495,0.0177,-0.0813,-0.1215,0.1506,-0.0441,0.0335,Du lịch và Giải trí
VTH,0.1659,0.0702,0.0468,-0.0801,0.0366,0.0011,0.0266,0.0132,0.0245,0.0242,Hàng & Dịch vụ Công nghiệp
VTJ,0.0893,0.1137,0.0279,-0.0966,0.0948,-0.3339,-0.0134,0.0115,0.0398,0.0033,Hàng cá nhân & Gia dụng
VTK,0.2099,0.2157,0.2054,0.1898,0.158,0.1602,0.1495,0.1672,0.1926,0.2125,Hàng & Dịch vụ Công nghiệp
VTL,0.0292,0.0284,0.0292,0.1157,-0.1062,-0.1327,0.0039,-0.7526,-0.2656,-4.652,Thực phẩm và đồ uống
VTM,0.0296,0.025,0.0384,0.061,0.0599,0.0329,0.0267,0.0225,0.0193,0.017,Du lịch và Giải trí
VTO,0.0305,0.0467,0.0533,0.0604,0.0588,0.0449,0.0867,0.0483,0.0525,0.0799,Hàng & Dịch vụ Công nghiệp
VTP,0.288,0.2801,0.2494,0.2583,0.2134,0.1666,0.1187,0.0955,0.1154,0.1262,Hàng & Dịch vụ Công nghiệp
VTQ,-0.1798,-0.057,-0.0098,0.0038,0.0136,0.0155,0.1003,-0.0559,-0.2394,0.0239,Hóa chất
VTR,0.0996,0.2622,0.2239,0.1709,0.0369,-0.0692,-0.2556,0.1246,0.07,0.0255,Du lịch và Giải trí
VTS,0.0021,0.0148,0.0445,-0.0029,-0.0937,-0.0985,-0.1465,-0.2683,-0.4668,-0.4356,Xây dựng và Vật liệu
VTV,0.0461,0.0502,0.0824,0.0254,0.0127,0.0027,0.0211,0.0175,0.0058,-0.0101,Xây dựng và Vật liệu
VTX,0.0668,0.1668,0.06,0.0238,0.0184,0.014,0.0579,0.019,-0.3359,-0.6248,Hàng & Dịch vụ Công nghiệp
VUA,-0.0691,-0.0643,0.1937,0.0223,0.0232,0.0356,0.048,0.0359,-0.2171,-0.1067,Dịch vụ tài chính
VVN,-0.0837,0.1209,-0.0137,-0.0839,-0.1659,-0.053,-0.0121,-0.0987,-0.1746,-0.1968,Xây dựng và Vật liệu
VWS,0.1686,0.2087,0.2947,0.0998,0.0808,0.0809,0.0545,0.0362,0.0298,0.1582,"Điện, nước & xăng dầu khí đốt"
VXP,0.0182,0.041,0.0978,0.1183,0.111,0.1369,0.1245,0.0049,-0.5158,-0.6101,Hóa chất
VXT,0.2073,0.7866,0.0636,0.076,0.0708,0.1573,0.0623,0.0837,0.0704,0.0201,Hàng & Dịch vụ Công nghiệp
WCS,0.3115,0.2857,0.2541,0.2291,0.2751,0.3386,0.07,0.1996,0.3276,0.2842,Hàng & Dịch vụ Công nghiệp
WSB,0.1057,0.1468,0.1788,0.1841,0.2043,0.17,0.1404,0.1002,0.1093,0.1075,Thực phẩm và đồ uống
WSS,0.0132,0.0093,0.0256,0.0695,-0.1436,0.0199,0.0168,-0.0363,0.0032,-0.065,Dịch vụ tài chính
WTC,0.0278,0.8079,0.3649,0.6027,0.2002,0.1082,0.1695,0.1833,0.0715,0.0263,Hàng & Dịch vụ Công nghiệp
X20,0.0663,0.0727,0.0611,0.0625,0.0154,0.0603,0.0349,0.0864,0.0786,0.1493,Hàng cá nhân & Gia dụng
XDH,0.1788,0.4556,0.3253,0.3962,0.0977,0.3596,0.2339,0.1225,0.0373,0.0367,Bất động sản
XHC,0.0023,0.3015,0.3603,0.1969,0.2407,0.1091,0.1621,0.0698,0.0567,0.0932,Hàng cá nhân & Gia dụng
XLV,0.0933,0.0817,0.1146,0.1297,0.1249,0.0537,0.0538,0.0868,0.0568,0.1711,Xây dựng và Vật liệu
XMC,0.0241,0.0333,0.0383,0.036,0.034,0.0393,0.0229,0.0233,0.0169,0.0037,Xây dựng và Vật liệu
XMD,0.0435,0.0344,0.0374,0.0369,0.0458,-0.0697,-0.0929,0.0458,-0.0389,0.0688,Xây dựng và Vật liệu
XPH,-0.044,0.0001,0.0001,-0.0511,-0.0298,0.0002,-0.0856,-0.0405,-0.1221,-0.0496,Hàng cá nhân & Gia dụng
YBC,0.0187,0.0064,0.0085,0.011,0.0034,0.0035,0.0044,0.0153,0.0142,0.0203,Xây dựng và Vật liệu
YEG,0.0543,0.0751,0.1912,0.097,-0.3025,-0.1367,0.0282,0.0248,0.0166,0.059,Truyền thông
YTC,0.0332,0.0354,0.0326,0.0347,0.0449,-0.0501,0.0441,0.143,0.0272,0.0313,Y tế
